time,open,high,low,close,tick_volume,spread
2026-07-27 12:20:00,1.25703,1.25747,1.25579,1.25618,1279,0.000161
2026-07-27 12:25:00,1.25618,1.25746,1.25545,1.25705,1602,0.000171
2026-07-27 12:30:00,1.25705,1.25732,1.2564,1.25678,1157,0.000158
2026-07-27 12:35:00,1.25678,1.25682,1.25655,1.25678,1452,0.000169
2026-07-27 12:40:00,1.25678,1.25758,1.25657,1.25735,947,0.000166
2026-07-27 12:45:00,1.25735,1.25813,1.2572,1.25804,1320,0.000175
2026-07-27 12:50:00,1.25804,1.25819,1.25738,1.25767,859,0.000166
2026-07-27 12:55:00,1.25767,1.25892,1.2575,1.25874,1315,0.000169
2026-07-27 13:00:00,1.25874,1.25984,1.25841,1.25931,915,0.000157
2026-07-27 13:05:00,1.25931,1.25956,1.25832,1.25878,1367,0.000155
2026-07-27 13:10:00,1.25878,1.25916,1.25743,1.2576,1209,0.00017
2026-07-27 13:15:00,1.2576,1.2578,1.25701,1.25716,1451,0.000159
2026-07-27 13:20:00,1.25716,1.25757,1.25633,1.25664,1570,0.000169
2026-07-27 13:25:00,1.25664,1.25682,1.25551,1.25581,1252,0.000174
2026-07-27 13:30:00,1.25581,1.25649,1.25578,1.2561,1628,0.000156
2026-07-27 13:35:00,1.2561,1.25627,1.25529,1.25551,1210,0.000157
2026-07-27 13:40:00,1.25551,1.25625,1.25509,1.25603,1871,0.000171
2026-07-27 13:45:00,1.25603,1.2562,1.2551,1.25544,720,0.000154
2026-07-27 13:50:00,1.25544,1.25591,1.25485,1.25589,1009,0.000176
2026-07-27 13:55:00,1.25589,1.25629,1.25472,1.25482,1721,0.000154
2026-07-27 14:00:00,1.25482,1.2552,1.25447,1.25465,391,0.000164
2026-07-27 14:05:00,1.25465,1.25512,1.25454,1.25501,2130,0.000163
2026-07-27 14:10:00,1.25501,1.25517,1.25491,1.25502,2036,0.000165
2026-07-27 14:15:00,1.25502,1.25555,1.25457,1.25531,1961,0.00016
2026-07-27 14:20:00,1.25531,1.25549,1.25408,1.25423,1487,0.000152
2026-07-27 14:25:00,1.25423,1.25524,1.25411,1.255,1236,0.000171
2026-07-27 14:30:00,1.255,1.2553,1.25446,1.25469,1295,0.000177
2026-07-27 14:35:00,1.25469,1.25505,1.25349,1.25376,1532,0.000171
2026-07-27 14:40:00,1.25376,1.25414,1.25344,1.25365,1383,0.000178
2026-07-27 14:45:00,1.25365,1.25445,1.25342,1.25415,853,0.000167
2026-07-27 14:50:00,1.25415,1.25578,1.25378,1.25535,1451,0.000157
2026-07-27 14:55:00,1.25535,1.25577,1.25375,1.25427,1580,0.000157
2026-07-27 15:00:00,1.25427,1.25507,1.25407,1.25468,1905,0.000156
2026-07-27 15:05:00,1.25468,1.255,1.25375,1.25406,2199,0.000162
2026-07-27 15:10:00,1.25406,1.25486,1.25366,1.25471,1580,0.000152
2026-07-27 15:15:00,1.25471,1.25527,1.25328,1.25373,1447,0.000176
2026-07-27 15:20:00,1.25373,1.25389,1.25296,1.25317,1138,0.000169
2026-07-27 15:25:00,1.25317,1.25347,1.25199,1.25208,1118,0.000172
2026-07-27 15:30:00,1.25208,1.25248,1.25076,1.25086,1871,0.000174
2026-07-27 15:35:00,1.25086,1.25107,1.25033,1.25057,1709,0.000162
2026-07-27 15:40:00,1.25057,1.25068,1.2501,1.2506,876,0.000168
2026-07-27 15:45:00,1.2506,1.25071,1.25006,1.25027,1276,0.000178
2026-07-27 15:50:00,1.25027,1.25038,1.24925,1.24953,960,0.000177
2026-07-27 15:55:00,1.24953,1.24993,1.24924,1.24966,1794,0.000156
2026-07-27 16:00:00,1.24966,1.24988,1.24953,1.24966,976,0.000177
2026-07-27 16:05:00,1.24966,1.24997,1.24941,1.24972,1814,0.000179
2026-07-27 16:10:00,1.24972,1.25017,1.24952,1.24968,1475,0.000155
2026-07-27 16:15:00,1.24968,1.25017,1.24957,1.24992,1249,0.000158
2026-07-27 16:20:00,1.24992,1.25022,1.24972,1.24998,1452,0.00018
2026-07-27 16:25:00,1.24998,1.25055,1.24942,1.24998,1144,0.000153
2026-07-27 16:30:00,1.24998,1.25164,1.24965,1.25145,1169,0.000174
2026-07-27 16:35:00,1.25145,1.2518,1.25094,1.25137,1262,0.000173
2026-07-27 16:40:00,1.25137,1.25249,1.25111,1.25214,2100,0.000172
2026-07-27 16:45:00,1.25214,1.25454,1.25198,1.25421,675,0.000159
2026-07-27 16:50:00,1.25421,1.25474,1.25395,1.25456,1122,0.00017
2026-07-27 16:55:00,1.25456,1.25466,1.25434,1.2546,1336,0.00017
2026-07-27 17:00:00,1.2546,1.25527,1.2546,1.25504,747,0.000159
2026-07-27 17:05:00,1.25504,1.25576,1.25449,1.25534,1968,0.000152
2026-07-27 17:10:00,1.25534,1.25602,1.25508,1.25592,1508,0.000168
2026-07-27 17:15:00,1.25592,1.25626,1.2558,1.25608,1846,0.000176
2026-07-27 17:20:00,1.25608,1.25689,1.25597,1.25676,2310,0.000164
2026-07-27 17:25:00,1.25676,1.25862,1.25624,1.25833,1524,0.000156
2026-07-27 17:30:00,1.25833,1.25878,1.25777,1.25805,1710,0.000153
2026-07-27 17:35:00,1.25805,1.25856,1.25745,1.25763,981,0.00018
2026-07-27 17:40:00,1.25763,1.25921,1.25732,1.2588,1125,0.000176
2026-07-27 17:45:00,1.2588,1.25909,1.2583,1.25889,1998,0.000151
2026-07-27 17:50:00,1.25889,1.26016,1.25887,1.25975,1143,0.000161
2026-07-27 17:55:00,1.25975,1.26057,1.25948,1.26023,2033,0.000178
2026-07-27 18:00:00,1.26023,1.26118,1.2597,1.26096,2085,0.000152
2026-07-27 18:05:00,1.26096,1.26181,1.2606,1.26172,1083,0.00016
2026-07-27 18:10:00,1.26172,1.26183,1.26104,1.26141,1398,0.00018
2026-07-27 18:15:00,1.26141,1.2619,1.26119,1.26161,1586,0.000155
2026-07-27 18:20:00,1.26161,1.26186,1.26082,1.26094,1321,0.000175
2026-07-27 18:25:00,1.26094,1.26114,1.26004,1.26035,2171,0.000168
2026-07-27 18:30:00,1.26035,1.26131,1.25996,1.26107,1615,0.00017
2026-07-27 18:35:00,1.26107,1.26293,1.26103,1.26255,1685,0.000163
2026-07-27 18:40:00,1.26255,1.2632,1.26237,1.26286,1858,0.000159
2026-07-27 18:45:00,1.26286,1.26392,1.26257,1.26381,838,0.000169
2026-07-27 18:50:00,1.26381,1.2644,1.26337,1.26416,2279,0.000157
2026-07-27 18:55:00,1.26416,1.26451,1.26351,1.26379,770,0.000169
2026-07-27 19:00:00,1.26379,1.26474,1.26328,1.2643,1876,0.00016
2026-07-27 19:05:00,1.2643,1.26552,1.26396,1.26511,551,0.000178
2026-07-27 19:10:00,1.26511,1.26577,1.26478,1.26557,1797,0.000176
2026-07-27 19:15:00,1.26557,1.26585,1.26471,1.26503,1444,0.000161
2026-07-27 19:20:00,1.26503,1.26512,1.26467,1.26495,1532,0.000175
2026-07-27 19:25:00,1.26495,1.26572,1.26449,1.26548,1404,0.000172
2026-07-27 19:30:00,1.26548,1.26572,1.26435,1.2647,1417,0.000155
2026-07-27 19:35:00,1.2647,1.26559,1.26442,1.26513,1035,0.000168
2026-07-27 19:40:00,1.26513,1.2655,1.26455,1.26505,1690,0.000159
2026-07-27 19:45:00,1.26505,1.26521,1.26443,1.26467,1315,0.000176
2026-07-27 19:50:00,1.26467,1.26602,1.26447,1.26541,1783,0.000154
2026-07-27 19:55:00,1.26541,1.26661,1.26522,1.26631,1932,0.000158
2026-07-27 20:00:00,1.26631,1.26666,1.26608,1.26643,1210,0.000171
2026-07-27 20:05:00,1.26643,1.26726,1.26595,1.26693,1618,0.000179
2026-07-27 20:10:00,1.26693,1.26809,1.26674,1.26765,804,0.000172
2026-07-27 20:15:00,1.26765,1.26798,1.26734,1.26778,1734,0.00017
2026-07-27 20:20:00,1.26778,1.26782,1.26767,1.26773,1486,0.000159
2026-07-27 20:25:00,1.26773,1.26786,1.26661,1.26696,1631,0.000162
2026-07-27 20:30:00,1.26696,1.26708,1.26643,1.26668,2203,0.000151
2026-07-27 20:35:00,1.26668,1.2673,1.26654,1.26697,1818,0.000151
2026-07-27 20:40:00,1.26697,1.26749,1.26643,1.2672,959,0.000167
2026-07-27 20:45:00,1.2672,1.26764,1.26663,1.26714,1517,0.000176
2026-07-27 20:50:00,1.26714,1.2688,1.26711,1.26852,848,0.000171
2026-07-27 20:55:00,1.26852,1.26929,1.26812,1.26908,1165,0.000154
2026-07-27 21:00:00,1.26908,1.26956,1.26831,1.26864,1882,0.000159
2026-07-27 21:05:00,1.26864,1.26897,1.26701,1.26713,1442,0.000153
2026-07-27 21:10:00,1.26713,1.26813,1.26669,1.26779,1481,0.00017
2026-07-27 21:15:00,1.26779,1.26885,1.26766,1.26832,1583,0.000169
2026-07-27 21:20:00,1.26832,1.26846,1.26796,1.26803,999,0.00017
2026-07-27 21:25:00,1.26803,1.26855,1.26754,1.26778,1059,0.000173
2026-07-27 21:30:00,1.26778,1.26802,1.26728,1.26743,1846,0.000155
2026-07-27 21:35:00,1.26743,1.2679,1.26715,1.26789,1264,0.000177
2026-07-27 21:40:00,1.26789,1.26842,1.26763,1.26819,718,0.000154
2026-07-27 21:45:00,1.26819,1.26832,1.26775,1.26822,723,0.00015
2026-07-27 21:50:00,1.26822,1.26979,1.26788,1.2693,1733,0.000156
2026-07-27 21:55:00,1.2693,1.27004,1.26901,1.26966,1823,0.000158
2026-07-27 22:00:00,1.26966,1.27003,1.26842,1.26866,2569,0.000167
2026-07-27 22:05:00,1.26866,1.26877,1.26797,1.26833,1497,0.000155
2026-07-27 22:10:00,1.26833,1.26889,1.26809,1.26855,2285,0.000154
2026-07-27 22:15:00,1.26855,1.26906,1.26845,1.26863,1463,0.000176
2026-07-27 22:20:00,1.26863,1.26897,1.26809,1.26836,1842,0.000165
2026-07-27 22:25:00,1.26836,1.26964,1.2682,1.26919,2205,0.000163
2026-07-27 22:30:00,1.26919,1.26992,1.26871,1.26963,2285,0.000169
2026-07-27 22:35:00,1.26963,1.26972,1.26857,1.26864,1343,0.000163
2026-07-27 22:40:00,1.26864,1.26893,1.26837,1.26861,1308,0.000173
2026-07-27 22:45:00,1.26861,1.26961,1.26834,1.2694,1242,0.000167
2026-07-27 22:50:00,1.2694,1.27005,1.269,1.26977,1303,0.000173
2026-07-27 22:55:00,1.26977,1.27076,1.26937,1.27053,1098,0.000152
2026-07-27 23:00:00,1.27053,1.27085,1.27039,1.27063,1546,0.000168
2026-07-27 23:05:00,1.27063,1.27148,1.27021,1.27118,1284,0.000164
2026-07-27 23:10:00,1.27118,1.27185,1.2708,1.27161,1229,0.000151
2026-07-27 23:15:00,1.27161,1.27301,1.2712,1.27262,761,0.000165
2026-07-27 23:20:00,1.27262,1.27303,1.27219,1.27238,1228,0.000156
2026-07-27 23:25:00,1.27238,1.27381,1.27216,1.27351,1082,0.000156
2026-07-27 23:30:00,1.27351,1.2738,1.27291,1.27319,1402,0.000152
2026-07-27 23:35:00,1.27319,1.27341,1.27312,1.27327,1251,0.000171
2026-07-27 23:40:00,1.27327,1.27378,1.27226,1.27264,1387,0.000168
2026-07-27 23:45:00,1.27264,1.27299,1.27109,1.27144,1004,0.000153
2026-07-27 23:50:00,1.27144,1.2729,1.27123,1.27282,2004,0.000156
2026-07-27 23:55:00,1.27282,1.27374,1.27225,1.27348,1588,0.000172
2026-07-28 00:00:00,1.27348,1.2741,1.27292,1.27306,895,0.000164
2026-07-28 00:05:00,1.27306,1.27359,1.27258,1.27299,1866,0.00017
2026-07-28 00:10:00,1.27299,1.27399,1.27279,1.27353,892,0.000167
2026-07-28 00:15:00,1.27353,1.27489,1.27312,1.27486,1156,0.000154
2026-07-28 00:20:00,1.27486,1.27518,1.27459,1.27486,1222,0.000175
2026-07-28 00:25:00,1.27486,1.27573,1.27454,1.27537,1380,0.00015
2026-07-28 00:30:00,1.27537,1.27562,1.27457,1.27506,1656,0.000171
2026-07-28 00:35:00,1.27506,1.27577,1.275,1.27539,1866,0.000162
2026-07-28 00:40:00,1.27539,1.2759,1.2743,1.27445,305,0.000162
2026-07-28 00:45:00,1.27445,1.2759,1.27419,1.27524,1377,0.000157
2026-07-28 00:50:00,1.27524,1.27689,1.27519,1.27668,1176,0.000166
2026-07-28 00:55:00,1.27668,1.27769,1.27621,1.27748,1546,0.000168
2026-07-28 01:00:00,1.27748,1.27799,1.27707,1.2772,1073,0.000176
2026-07-28 01:05:00,1.2772,1.2775,1.27616,1.27645,873,0.00016
2026-07-28 01:10:00,1.27645,1.27669,1.27595,1.27613,896,0.000171
2026-07-28 01:15:00,1.27613,1.27696,1.27598,1.27653,1244,0.000176
2026-07-28 01:20:00,1.27653,1.27726,1.27635,1.27688,1903,0.000155
2026-07-28 01:25:00,1.27688,1.2772,1.27669,1.27703,1310,0.000166
2026-07-28 01:30:00,1.27703,1.2775,1.27659,1.27726,1094,0.000162
2026-07-28 01:35:00,1.27726,1.27811,1.27695,1.2778,1775,0.000155
2026-07-28 01:40:00,1.2778,1.27837,1.2774,1.27804,1882,0.000158
2026-07-28 01:45:00,1.27804,1.27846,1.27736,1.2776,1695,0.000165
2026-07-28 01:50:00,1.2776,1.27853,1.27711,1.27839,2037,0.000156
2026-07-28 01:55:00,1.27839,1.27879,1.27811,1.27844,1820,0.000153
2026-07-28 02:00:00,1.27844,1.27906,1.27832,1.27873,1828,0.000166
2026-07-28 02:05:00,1.27873,1.2793,1.27855,1.27886,1074,0.000171
2026-07-28 02:10:00,1.27886,1.27994,1.27838,1.27973,1417,0.000174
2026-07-28 02:15:00,1.27973,1.28059,1.27952,1.28028,1645,0.000159
2026-07-28 02:20:00,1.28028,1.28126,1.27973,1.28092,1163,0.000154
2026-07-28 02:25:00,1.28092,1.28121,1.28065,1.28119,1790,0.000171
2026-07-28 02:30:00,1.28119,1.28141,1.28038,1.28058,1097,0.000163
2026-07-28 02:35:00,1.28058,1.2826,1.28036,1.28227,1268,0.00018
2026-07-28 02:40:00,1.28227,1.28267,1.28176,1.28192,1635,0.000178
2026-07-28 02:45:00,1.28192,1.28219,1.28127,1.28177,852,0.000156
2026-07-28 02:50:00,1.28177,1.2828,1.28151,1.28246,1229,0.000161
2026-07-28 02:55:00,1.28246,1.28363,1.28217,1.2834,1193,0.00017
2026-07-28 03:00:00,1.2834,1.28418,1.28294,1.28379,2024,0.000177
2026-07-28 03:05:00,1.28379,1.28432,1.28332,1.28354,1158,0.000163
2026-07-28 03:10:00,1.28354,1.28393,1.28306,1.28345,1888,0.000167
2026-07-28 03:15:00,1.28345,1.28417,1.28329,1.28399,2084,0.00017
2026-07-28 03:20:00,1.28399,1.28487,1.28364,1.28474,1512,0.000153
2026-07-28 03:25:00,1.28474,1.28481,1.28436,1.28468,1292,0.000179
2026-07-28 03:30:00,1.28468,1.2849,1.28441,1.28484,1150,0.000163
2026-07-28 03:35:00,1.28484,1.28488,1.28455,1.28484,1481,0.000167
2026-07-28 03:40:00,1.28484,1.28588,1.28451,1.28556,2367,0.000169
2026-07-28 03:45:00,1.28556,1.28714,1.28512,1.2868,1066,0.000177
2026-07-28 03:50:00,1.2868,1.28709,1.28606,1.28631,1998,0.00017
2026-07-28 03:55:00,1.28631,1.2868,1.28556,1.28578,1601,0.00015
2026-07-28 04:00:00,1.28578,1.28615,1.28515,1.28599,1661,0.000164
2026-07-28 04:05:00,1.28599,1.28635,1.28567,1.28591,1236,0.000179
2026-07-28 04:10:00,1.28591,1.28626,1.28527,1.28557,946,0.000163
2026-07-28 04:15:00,1.28557,1.2858,1.28474,1.28511,1703,0.000161
2026-07-28 04:20:00,1.28511,1.28601,1.28452,1.28575,1445,0.000158
2026-07-28 04:25:00,1.28575,1.28649,1.28561,1.28628,2316,0.000153
2026-07-28 04:30:00,1.28628,1.2872,1.28587,1.28697,2032,0.00018
2026-07-28 04:35:00,1.28697,1.2877,1.28661,1.28735,1111,0.000158
2026-07-28 04:40:00,1.28735,1.28794,1.28719,1.2877,895,0.000176
2026-07-28 04:45:00,1.2877,1.28973,1.28754,1.28949,1450,0.000165
2026-07-28 04:50:00,1.28949,1.29004,1.28927,1.28984,999,0.000168
2026-07-28 04:55:00,1.28984,1.28987,1.28944,1.28949,1753,0.00017
2026-07-28 05:00:00,1.28949,1.28995,1.28872,1.28927,2086,0.000162
2026-07-28 05:05:00,1.28927,1.28946,1.28927,1.28936,1877,0.00015
2026-07-28 05:10:00,1.28936,1.29005,1.28922,1.29005,1971,0.000174
2026-07-28 05:15:00,1.29005,1.29141,1.28992,1.29098,1422,0.000171
2026-07-28 05:20:00,1.29098,1.29141,1.29075,1.29127,1042,0.000153
2026-07-28 05:25:00,1.29127,1.29188,1.29094,1.29156,1086,0.000155
2026-07-28 05:30:00,1.29156,1.2921,1.29115,1.29209,1518,0.00016
2026-07-28 05:35:00,1.29209,1.29226,1.29126,1.29163,1569,0.000171
2026-07-28 05:40:00,1.29163,1.29204,1.29107,1.29121,1039,0.000164
2026-07-28 05:45:00,1.29121,1.29127,1.28992,1.29028,1490,0.000155
2026-07-28 05:50:00,1.29028,1.29147,1.29008,1.29118,1513,0.000163
2026-07-28 05:55:00,1.29118,1.29268,1.2908,1.29231,2105,0.000162
2026-07-28 06:00:00,1.29231,1.29266,1.29178,1.29181,1461,0.000159
2026-07-28 06:05:00,1.29181,1.29222,1.29093,1.29113,1648,0.00017
2026-07-28 06:10:00,1.29113,1.29204,1.29083,1.29159,2401,0.000168
2026-07-28 06:15:00,1.29159,1.29338,1.29154,1.29294,1304,0.000155
2026-07-28 06:20:00,1.29294,1.29442,1.29272,1.29416,1678,0.00017
2026-07-28 06:25:00,1.29416,1.29547,1.29364,1.29518,1499,0.000153
2026-07-28 06:30:00,1.29518,1.29539,1.29468,1.29515,1635,0.000175
2026-07-28 06:35:00,1.29515,1.29549,1.29475,1.29512,2429,0.000165
2026-07-28 06:40:00,1.29512,1.29597,1.29476,1.29572,1187,0.000173
2026-07-28 06:45:00,1.29572,1.29584,1.295,1.29507,1085,0.000175
2026-07-28 06:50:00,1.29507,1.29573,1.29488,1.29546,1713,0.000153
2026-07-28 06:55:00,1.29546,1.29637,1.29478,1.29601,1396,0.000174
2026-07-28 07:00:00,1.29601,1.29636,1.29553,1.29573,1632,0.00016
2026-07-28 07:05:00,1.29573,1.29606,1.2941,1.2943,1890,0.000167
2026-07-28 07:10:00,1.2943,1.29527,1.29401,1.2951,1585,0.000157
2026-07-28 07:15:00,1.2951,1.29533,1.29458,1.29503,1993,0.000167
2026-07-28 07:20:00,1.29503,1.29603,1.29466,1.29572,941,0.000154
2026-07-28 07:25:00,1.29572,1.29662,1.29553,1.29629,1987,0.000157
2026-07-28 07:30:00,1.29629,1.29668,1.29558,1.2959,794,0.00016
2026-07-28 07:35:00,1.2959,1.29624,1.29461,1.29473,1259,0.000151
2026-07-28 07:40:00,1.29473,1.29569,1.29449,1.29532,1798,0.000159
2026-07-28 07:45:00,1.29532,1.29672,1.29498,1.29632,1780,0.000179
2026-07-28 07:50:00,1.29632,1.29679,1.29601,1.29672,2303,0.00017
2026-07-28 07:55:00,1.29672,1.29762,1.29623,1.29712,1524,0.000178
2026-07-28 08:00:00,1.29712,1.29754,1.29667,1.29722,1304,0.000178
2026-07-28 08:05:00,1.29722,1.29754,1.2969,1.29745,1408,0.000158
2026-07-28 08:10:00,1.29745,1.29779,1.29608,1.29641,1152,0.000154
2026-07-28 08:15:00,1.29641,1.29719,1.29611,1.29696,1572,0.000179
2026-07-28 08:20:00,1.29696,1.2973,1.29619,1.29661,1845,0.00017
2026-07-28 08:25:00,1.29661,1.29774,1.29633,1.29754,1990,0.000161
2026-07-28 08:30:00,1.29754,1.29886,1.29748,1.29858,1262,0.000154
2026-07-28 08:35:00,1.29858,1.29984,1.29812,1.2995,789,0.000172
2026-07-28 08:40:00,1.2995,1.29959,1.29877,1.29892,1439,0.000173
2026-07-28 08:45:00,1.29892,1.29913,1.29857,1.2991,2321,0.00017
2026-07-28 08:50:00,1.2991,1.29967,1.29899,1.2993,1379,0.000161
2026-07-28 08:55:00,1.2993,1.30024,1.29889,1.30004,935,0.000151
2026-07-28 09:00:00,1.30004,1.30081,1.29983,1.30031,1769,0.000157
2026-07-28 09:05:00,1.30031,1.30086,1.29937,1.29957,1908,0.000152
2026-07-28 09:10:00,1.29957,1.30097,1.29947,1.30067,1192,0.000162
2026-07-28 09:15:00,1.30067,1.30196,1.30012,1.30151,1152,0.000151
2026-07-28 09:20:00,1.30151,1.30262,1.30137,1.30253,1112,0.000163
2026-07-28 09:25:00,1.30253,1.30332,1.30222,1.30296,2319,0.000168
2026-07-28 09:30:00,1.30296,1.30316,1.30213,1.30248,1777,0.000157
2026-07-28 09:35:00,1.30248,1.30417,1.30223,1.30388,1739,0.000165
2026-07-28 09:40:00,1.30388,1.3048,1.30352,1.30477,2033,0.000166
2026-07-28 09:45:00,1.30477,1.30518,1.30292,1.30339,1933,0.000161
2026-07-28 09:50:00,1.30339,1.30392,1.30252,1.30317,1436,0.000177
2026-07-28 09:55:00,1.30317,1.30417,1.30305,1.30396,1173,0.000175
2026-07-28 10:00:00,1.30396,1.30561,1.30386,1.30526,1159,0.000161
2026-07-28 10:05:00,1.30526,1.30674,1.30496,1.30641,2056,0.000168
2026-07-28 10:10:00,1.30641,1.30739,1.30608,1.30707,1162,0.000173
2026-07-28 10:15:00,1.30707,1.3081,1.30673,1.30797,1962,0.000163
2026-07-28 10:20:00,1.30797,1.30859,1.30768,1.30824,1015,0.000171
2026-07-28 10:25:00,1.30824,1.3086,1.30791,1.30833,1625,0.000165
